sno,sname,sex,height,dorm,bdate
01037222,狄阳,男,1.56,东3舍413,2002-08-24 00:00:00
01033731,鞠鑫,男,1.69,西7舍412,2001-04-17 00:00:00
01038417,王秀英,女,1.76,北12舍103,2004-01-30 00:00:00
01031110,苏瑞,男,1.81,东14舍128,2002-12-29 00:00:00
01038322,白畅,女,1.68,西2舍318,2005-08-13 00:00:00
01036183,戴玲,女,1.64,东6舍306,2005-05-05 00:00:00
01032322,申桂花,女,1.76,西9舍407,2004-05-30 00:00:00
01037753,龚鹏,男,1.80,北12舍123,2001-02-19 00:00:00
01034452,刘秀珍,女,1.95,西15舍411,2002-09-20 00:00:00
01032627,刘玉,男,1.85,北15舍111,2001-10-13 00:00:00
01035743,杨想,女,1.53,南3舍411,2000-11-17 00:00:00
01037387,张健,男,1.59,南5舍302,2006-01-03 00:00:00
01034575,张明,女,1.56,西14舍408,2005-11-16 00:00:00
01031162,徐婷,女,1.80,北1舍214,2001-02-15 00:00:00
01035721,王畅,男,1.81,北4舍204,2002-10-05 00:00:00
01038052,刘超,女,1.98,东10舍418,2003-08-04 00:00:00
01034125,苏艳,女,1.84,东10舍418,2003-01-03 00:00:00
01035848,高秀梅,男,1.70,北11舍218,2001-09-05 00:00:00
01036516,孙淑华,男,1.89,北12舍401,2001-01-04 00:00:00
01034436,房淑英,男,1.50,南2舍313,2004-10-27 00:00:00
01033969,张桂珍,女,1.95,南10舍412,2005-05-11 00:00:00
01032200,黄佳,女,1.52,东2舍126,2005-12-17 00:00:00
01033582,杜辉,女,1.75,南9舍428,2006-02-04 00:00:00
01033819,李坤,男,1.62,东6舍301,2005-12-23 00:00:00
01036788,刘建,女,1.80,北15舍216,2002-05-17 00:00:00
01032372,高雪,女,1.53,西13舍222,2004-05-14 00:00:00
01032339,邓瑞,女,1.94,南11舍204,2001-01-20 00:00:00
01037049,陈宇,男,1.69,南10舍207,2005-04-21 00:00:00
01033509,姚淑英,男,1.82,北1舍316,2004-05-04 00:00:00
01031068,葛建华,男,1.54,东5舍224,2003-10-05 00:00:00
01038519,黄志强,女,1.85,北12舍303,2000-08-17 00:00:00
01032207,谭敏,男,1.62,北5舍103,2001-10-09 00:00:00
01038391,隆坤,男,1.67,南14舍418,2005-04-12 00:00:00
01037990,萧文,女,1.51,西13舍305,2006-03-15 00:00:00
01037552,许琳,女,1.84,东4舍426,2002-05-02 00:00:00
01036774,王强,女,1.64,西3舍204,2004-05-08 00:00:00
01038296,张红,男,1.71,南6舍207,2004-01-08 00:00:00
01034365,洪建国,女,1.80,西7舍314,2001-06-28 00:00:00
01036858,吴红梅,男,1.75,东4舍426,2003-01-30 00:00:00
01038419,李建国,女,1.53,北10舍203,2002-08-17 00:00:00
01034971,牛坤,男,1.66,西15舍111,2006-01-15 00:00:00
01031370,邓桂花,女,1.84,西8舍312,2003-04-21 00:00:00
01032880,张丽,男,1.92,东3舍414,2001-06-08 00:00:00
01035907,蒋芳,男,1.59,北14舍116,2004-02-24 00:00:00
01038242,段艳,男,1.71,南4舍407,2001-07-06 00:00:00
01033880,胡建华,女,1.55,南8舍414,2004-04-24 00:00:00
01037197,张艳,女,1.75,东4舍312,2003-09-08 00:00:00
01035539,田洁,男,1.69,东2舍207,2003-03-30 00:00:00
01036808,毛鹏,男,1.67,东4舍108,2005-06-25 00:00:00
01033146,徐凤兰,男,1.66,东7舍207,2002-03-22 00:00:00
01038006,邹华,男,1.78,东12舍325,2001-03-22 00:00:00
01032121,叶宁,男,1.63,南4舍427,2004-12-31 00:00:00
01031857,王红,女,1.81,西6舍221,2001-08-11 00:00:00
01037726,朱飞,男,1.54,东8舍205,2004-05-14 00:00:00
01036218,徐丹丹,男,1.85,南8舍317,2002-01-03 00:00:00
01033067,孟淑兰,男,1.88,北7舍202,2003-07-05 00:00:00
01038238,李玉兰,女,1.52,北4舍125,2000-06-25 00:00:00
01037006,吴玲,女,1.79,东7舍302,2002-07-23 00:00:00
01037923,萧雪梅,女,2.00,北6舍102,2002-09-16 00:00:00
01038696,张欣,女,1.82,南6舍102,2001-04-04 00:00:00
01032266,金桂芝,男,1.95,东13舍201,2002-10-02 00:00:00
01032857,胡小红,男,1.99,南7舍104,2002-01-10 00:00:00
01038287,满伟,女,2.00,西12舍214,2004-11-21 00:00:00
01038051,吴瑜,男,1.98,南2舍412,2001-05-27 00:00:00
01033391,赵秀兰,男,1.66,北7舍112,2000-07-25 00:00:00
01034830,张亮,女,1.94,西7舍125,2004-03-28 00:00:00
01031777,李淑华,女,1.77,西9舍421,2006-05-23 00:00:00
01037599,赵伟,女,1.98,南2舍315,2003-08-10 00:00:00
01033382,秦燕,女,1.50,南11舍211,2003-06-18 00:00:00
01036934,王雪,男,1.52,北9舍203,2000-11-16 00:00:00
01032633,张晨,女,1.66,北6舍324,2005-06-04 00:00:00
01034464,徐建平,男,1.82,东12舍313,2005-11-08 00:00:00
01038992,常倩,女,1.86,东15舍123,2004-04-05 00:00:00
01034151,李波,女,1.95,北10舍205,2004-12-28 00:00:00
01037604,王海燕,女,1.67,北15舍304,2002-02-06 00:00:00
01031379,张超,女,1.68,北1舍101,2003-03-21 00:00:00
01033370,张志强,女,1.69,西10舍202,2004-04-18 00:00:00
01037969,李秀兰,男,1.84,东13舍312,2005-03-15 00:00:00
01037746,刘莹,男,1.87,北11舍405,2002-12-31 00:00:00
01037704,康涛,男,1.54,西9舍214,2002-10-17 00:00:00
01036407,张秀英,男,1.86,南14舍121,2003-02-27 00:00:00
01032941,任芳,女,1.87,北10舍114,2005-11-14 00:00:00
01034171,陈玉兰,男,1.78,南13舍303,2006-06-13 00:00:00
01038977,张海燕,男,1.95,东14舍227,2005-11-27 00:00:00
01034595,吕岩,女,1.51,南8舍218,2003-02-27 00:00:00
01034504,刘亮,女,1.56,东9舍107,2003-07-02 00:00:00
01031439,谈秀荣,女,1.89,北6舍411,2001-01-28 00:00:00
01034553,陈鑫,女,1.70,东8舍114,2003-04-12 00:00:00
01037290,苟玉梅,女,1.88,南10舍317,2002-01-07 00:00:00
01036974,陆颖,男,1.60,北3舍215,2003-09-22 00:00:00
01034505,凌琴,男,2.00,西11舍308,2005-01-19 00:00:00
01035061,滕瑞,男,1.63,西5舍406,2001-12-07 00:00:00
01031979,高霞,男,1.91,北4舍222,2004-04-04 00:00:00
01033592,梁玉梅,女,1.97,西11舍422,2005-01-29 00:00:00
01032854,詹丽,男,1.52,东1舍104,2001-04-06 00:00:00
01031075,叶建,男,1.55,北6舍403,2005-07-29 00:00:00
01031219,刘鹏,女,1.77,西4舍304,2002-05-29 00:00:00
01038969,关岩,女,1.95,西15舍414,2005-10-07 00:00:00
01031700,赵桂荣,女,1.99,东15舍107,2004-07-20 00:00:00
01037846,曾欢,女,1.88,东5舍223,2002-12-27 00:00:00
01037251,古金凤,男,1.75,东3舍102,2002-02-01 00:00:00
01031177,林桂芳,男,1.88,南12舍308,2005-03-29 00:00:00
01037299,刘成,女,1.82,北2舍213,2004-03-24 00:00:00
01036238,钟瑜,男,1.96,东11舍318,2004-11-08 00:00:00
01036835,秦伟,女,1.71,南13舍203,2003-10-09 00:00:00
01034315,胡萍,女,1.70,西8舍218,2004-04-30 00:00:00
01037711,黄莉,男,1.68,北12舍126,2000-07-24 00:00:00
01035008,曾静,男,1.69,西2舍414,2001-01-26 00:00:00
01036807,王丹,女,1.70,南6舍304,2001-08-04 00:00:00
01037117,王杰,男,1.95,西6舍326,2002-02-19 00:00:00
01036324,黄云,女,1.96,南3舍408,2000-12-08 00:00:00
01032712,宫建华,女,1.71,北2舍121,2001-10-03 00:00:00
01032825,高艳,男,1.74,南14舍418,2000-08-09 00:00:00
01033954,芦红,男,1.82,北5舍108,2004-11-06 00:00:00
01031418,余秀珍,女,1.54,西8舍126,2004-09-08 00:00:00
01033276,杨芳,男,1.73,南6舍304,2002-07-18 00:00:00
01031529,吕杰,男,1.79,西10舍225,2005-06-27 00:00:00
01036924,吴彬,男,1.87,北12舍202,2006-02-01 00:00:00
01037410,魏阳,男,1.93,南4舍423,2002-04-16 00:00:00
01035107,李金凤,女,1.78,东7舍325,2005-08-05 00:00:00
01037327,阎涛,女,1.66,西2舍402,2002-02-06 00:00:00
01036854,蔡秀兰,男,2.00,南2舍207,2002-10-29 00:00:00
01032503,沈兰英,女,1.84,东12舍313,2003-09-26 00:00:00
01038159,李丹丹,男,1.84,西13舍306,2004-04-20 00:00:00
01034864,陈璐,男,1.63,西1舍211,2001-12-18 00:00:00
01038642,陈婷,男,1.54,北11舍126,2003-07-21 00:00:00
01038045,伊丽华,男,1.62,西12舍116,2001-07-06 00:00:00
01034681,严红梅,女,1.61,西7舍115,2005-07-01 00:00:00
01034635,史桂荣,女,1.95,东12舍105,2004-12-10 00:00:00
01037406,刘杰,女,1.98,西10舍107,2004-12-07 00:00:00
01031527,朱鑫,女,1.99,东5舍224,2005-01-30 00:00:00
01038861,唐亮,男,1.79,东12舍211,2001-07-28 00:00:00
01035562,孙秀华,女,1.59,西12舍312,2003-02-20 00:00:00
01035732,谭宇,女,1.83,北12舍101,2002-10-16 00:00:00
01031412,熊浩,女,1.64,南9舍415,2003-12-03 00:00:00
01033322,张丽华,女,1.52,东1舍417,2003-06-22 00:00:00
01037036,沈桂芝,女,1.89,南1舍406,2002-09-22 00:00:00
01033085,胡莉,男,1.81,北12舍401,2001-07-19 00:00:00
01031510,杨红,男,1.99,东9舍216,2000-10-15 00:00:00
01034152,吴婷婷,女,1.67,西15舍218,2005-09-13 00:00:00
01034317,吕莹,女,1.92,东14舍424,2003-04-09 00:00:00
01035046,孙秀芳,女,1.73,北7舍314,2005-09-15 00:00:00
01037465,王平,男,1.61,北12舍225,2002-12-09 00:00:00
01034219,薛萍,女,1.63,西15舍215,2005-02-16 00:00:00
01038496,庞博,女,1.89,东9舍303,2005-05-05 00:00:00
01035865,宋成,男,1.78,东5舍425,2001-07-03 00:00:00
01031908,谭婷婷,男,1.68,东7舍405,2004-06-12 00:00:00
01033072,王建国,男,1.87,东3舍228,2003-07-26 00:00:00
01038324,宁金凤,男,1.79,南6舍225,2001-04-09 00:00:00
01038149,赵艳,女,1.57,北14舍328,2004-07-26 00:00:00
01035170,支桂芳,女,1.60,北3舍326,2000-12-28 00:00:00
01032543,韦鑫,男,1.50,南4舍425,2001-07-21 00:00:00
01034443,赵淑珍,女,1.97,北11舍425,2003-08-27 00:00:00
01038072,张婷,女,1.95,南11舍314,2001-02-16 00:00:00
01037204,李秀英,男,1.67,北7舍326,2002-12-14 00:00:00
01035697,李晨,女,1.99,南9舍327,2004-08-06 00:00:00
01036883,岳秀云,女,1.53,西9舍316,2006-04-06 00:00:00
01038136,欧阳柳,女,1.72,北9舍106,2004-12-05 00:00:00
01033426,张林,女,1.58,南15舍102,2006-01-08 00:00:00
01034760,陈龙,女,1.92,南8舍213,2002-02-21 00:00:00
01034060,崔春梅,女,1.81,西3舍103,2004-11-07 00:00:00
01033553,萧秀芳,女,1.57,南10舍322,2002-12-03 00:00:00
01037543,商凯,女,1.58,东5舍217,2005-12-03 00:00:00
01038459,陈勇,男,1.54,西9舍406,2004-11-30 00:00:00
01031942,朱霞,女,1.52,北13舍226,2001-07-22 00:00:00
01037495,傅瑞,男,1.56,北13舍313,2003-08-03 00:00:00
01038027,吕淑珍,女,1.86,南14舍204,2002-12-13 00:00:00
01034461,孙峰,女,1.94,西11舍216,2001-12-18 00:00:00
01035346,张凤英,女,1.91,东5舍403,2006-01-31 00:00:00
01034782,戴海燕,男,1.54,东4舍403,2002-07-14 00:00:00
01031797,欧秀华,女,1.97,东14舍111,2004-08-07 00:00:00
01034290,贺玉梅,男,1.84,北12舍327,2002-02-24 00:00:00
01037408,杜秀英,女,1.63,东5舍306,2003-03-14 00:00:00
01036967,杨龙,女,1.54,西12舍324,2003-09-20 00:00:00
01035909,王宁,女,1.69,东11舍228,2004-09-25 00:00:00
01034617,李秀芳,女,1.85,西3舍205,2001-04-30 00:00:00
01037229,谢建华,男,1.96,东1舍117,2002-03-14 00:00:00
01034546,王鑫,女,1.51,北3舍401,2003-11-07 00:00:00
01032523,顾帆,女,1.73,东3舍203,2006-01-06 00:00:00
01037404,王海燕,女,1.88,西3舍116,2003-02-13 00:00:00
01035135,胡莹,男,1.89,北13舍224,2000-07-13 00:00:00
01037745,赵丽华,男,1.93,西11舍416,2003-04-06 00:00:00
01037983,范柳,男,1.59,南1舍411,2001-02-13 00:00:00
01031234,刘雷,女,1.58,东12舍407,2006-06-04 00:00:00
01033902,李丽娟,女,1.93,东2舍306,2006-01-29 00:00:00
01034955,关建平,男,1.75,北2舍317,2004-02-24 00:00:00
01038784,李想,男,1.97,东11舍111,2004-06-17 00:00:00
01034334,吴慧,男,1.77,南8舍407,2002-01-27 00:00:00
01038747,张秀兰,男,1.94,东9舍106,2006-03-02 00:00:00
01035608,林倩,男,1.80,南15舍414,2006-01-31 00:00:00
01031120,王婷婷,男,1.76,南3舍218,2005-05-05 00:00:00
01036810,刘凤英,女,1.71,东13舍226,2004-03-08 00:00:00
01037775,刘琳,男,1.52,北11舍316,2005-05-07 00:00:00
01036626,刘想,男,1.59,南11舍411,2001-09-04 00:00:00
01036386,马冬梅,男,1.98,东9舍207,2004-07-13 00:00:00
01036936,窦凤兰,女,1.60,西6舍217,2004-02-18 00:00:00
01035361,聂磊,女,1.51,北9舍115,2002-05-13 00:00:00
01038937,张英,男,1.91,东12舍107,2002-11-15 00:00:00
01032704,黄涛,男,1.62,北6舍202,2000-12-07 00:00:00
01035020,王淑华,男,1.84,南3舍308,2005-05-30 00:00:00
01035646,刘敏,男,1.72,东15舍202,2003-04-09 00:00:00
01036594,耿晶,男,1.74,北3舍304,2005-05-23 00:00:00
01034074,何志强,男,1.84,南2舍405,2000-11-03 00:00:00
01032585,戎丹,女,1.65,南9舍311,2004-05-20 00:00:00
01035284,高颖,女,1.71,南4舍428,2004-10-27 00:00:00
01036482,沈玉梅,男,1.92,西6舍413,2005-01-18 00:00:00
01037199,王桂花,男,1.69,北4舍305,2006-06-18 00:00:00
01036165,张娟,女,1.79,东5舍328,2001-03-22 00:00:00
01031564,程丹丹,女,1.82,南9舍213,2005-03-10 00:00:00
01038108,党宁,女,1.77,南6舍324,2002-06-06 00:00:00
01034812,陈荣,女,1.69,西7舍405,2001-10-28 00:00:00
01031761,刘桂香,男,1.87,东7舍212,2005-09-20 00:00:00
01035871,冯荣,女,1.58,北12舍306,2004-02-21 00:00:00
01036979,王宁,男,1.51,北13舍421,2006-05-08 00:00:00
01035653,杨桂兰,男,1.66,北11舍304,2001-10-19 00:00:00
01032846,朱桂兰,女,1.87,西15舍228,2002-04-23 00:00:00
01031650,石健,女,1.54,西13舍101,2002-05-02 00:00:00
01036140,孙佳,女,1.69,北11舍401,2004-05-10 00:00:00
01038625,傅玉珍,男,1.73,北3舍306,2005-10-15 00:00:00
01031696,王秀英,女,1.90,西10舍316,2005-11-24 00:00:00
01036174,张丽丽,男,1.90,南14舍118,2005-05-01 00:00:00
01032694,龚建国,男,1.88,北1舍217,2004-03-02 00:00:00
01032206,李丽丽,男,2.00,西9舍404,2001-07-10 00:00:00
01032354,陈桂香,男,1.90,南14舍121,2005-06-22 00:00:00
01032701,熊桂兰,女,1.58,南3舍415,2005-10-14 00:00:00
01032224,夏辉,女,1.88,北6舍307,2000-12-27 00:00:00
01033570,赵岩,男,1.97,东1舍313,2000-09-11 00:00:00
01036617,陈桂荣,女,1.98,东9舍211,2005-01-06 00:00:00
01037826,管丽丽,男,1.54,南8舍308,2005-09-10 00:00:00
01037553,黄博,男,1.69,东15舍201,2006-05-11 00:00:00
01031523,陈琴,女,1.96,北7舍326,2004-08-21 00:00:00
01038817,杨建华,女,1.84,东11舍315,2004-05-20 00:00:00
01038106,吕桂珍,男,1.95,西1舍427,2002-03-20 00:00:00
01036524,黄淑兰,男,1.83,南5舍308,2004-01-24 00:00:00
01031169,王丽娟,男,1.59,东13舍411,2002-03-18 00:00:00
01038354,阎阳,男,1.54,北9舍207,2001-07-20 00:00:00
01034369,张春梅,男,1.98,西5舍311,2003-01-07 00:00:00
01031718,汪红梅,女,1.63,西2舍303,2005-06-19 00:00:00
01032816,莫璐,男,1.96,东8舍402,2003-05-27 00:00:00
01033923,赖玉梅,男,1.71,东15舍227,2004-09-02 00:00:00
01031269,唐柳,女,1.65,南15舍102,2005-03-12 00:00:00
01037952,张淑兰,女,1.60,西14舍308,2003-02-22 00:00:00
01034416,毛华,男,1.80,东15舍126,2005-06-17 00:00:00
01036736,李桂兰,女,1.55,北8舍304,2004-04-05 00:00:00
01036663,白建国,女,1.94,南12舍214,2005-05-03 00:00:00
01031395,黄瑜,男,1.63,西3舍407,2000-12-18 00:00:00
01032723,叶倩,女,1.99,西4舍201,2006-02-04 00:00:00
01035780,杨建,男,1.94,东11舍316,2005-03-04 00:00:00
01038904,李彬,男,1.93,南15舍328,2006-05-16 00:00:00
01037770,樊欢,男,1.81,西6舍325,2002-08-16 00:00:00
01038057,周桂花,女,1.74,南15舍423,2002-01-25 00:00:00
01034294,丁刚,女,1.91,东13舍411,2004-03-28 00:00:00
01031682,张红霞,女,2.00,北2舍213,2001-06-08 00:00:00
01033855,朱婷,女,1.87,北9舍311,2001-02-17 00:00:00
01037798,李秀英,男,1.68,西3舍324,2003-04-26 00:00:00
01034228,杨建平,男,1.80,东13舍223,2006-04-27 00:00:00
01038132,许春梅,女,1.88,北11舍305,2000-07-03 00:00:00
01038585,陈淑珍,男,1.91,南4舍111,2001-12-09 00:00:00
01031918,徐梅,女,1.83,西15舍322,2003-04-30 00:00:00
01031273,佟俊,女,1.90,北1舍425,2003-06-23 00:00:00
01034267,王涛,男,1.89,北2舍307,2003-01-25 00:00:00
01036909,陆建华,女,1.89,西8舍421,2001-04-13 00:00:00
01036172,周娟,女,1.71,南1舍225,2002-10-17 00:00:00
01034509,刘春梅,女,1.56,南12舍124,2002-09-16 00:00:00
01033061,曹建华,男,1.51,南3舍412,2002-01-27 00:00:00
01031105,林娟,男,1.59,南5舍105,2003-12-31 00:00:00
01036620,刘峰,女,1.83,西14舍322,2000-07-11 00:00:00
01033928,蒋彬,男,1.75,西5舍411,2004-01-15 00:00:00
01034502,吴萍,男,1.65,南15舍204,2003-11-09 00:00:00
01038148,谭平,男,1.70,东2舍302,2003-01-05 00:00:00
01034489,王琴,男,1.86,北2舍106,2001-12-13 00:00:00
01034703,孙玲,女,1.90,东12舍326,2000-12-08 00:00:00
01032992,陈淑华,男,1.93,南9舍318,2002-07-05 00:00:00
01038659,居艳,女,1.77,北9舍325,2003-04-26 00:00:00
01038130,何莹,女,1.89,南12舍425,2005-04-11 00:00:00
01037615,阮金凤,男,1.99,北13舍226,2002-10-12 00:00:00
01035615,刘柳,女,1.53,东6舍417,2005-03-30 00:00:00
01034924,王琴,男,1.88,南5舍408,2000-12-01 00:00:00
01032547,刘桂珍,女,1.55,西10舍306,2002-06-02 00:00:00
01034930,师彬,男,1.69,东12舍306,2006-03-28 00:00:00
01031373,刁玉梅,女,1.74,南9舍228,2003-05-21 00:00:00
01038885,孙秀珍,女,1.84,西8舍218,2003-09-20 00:00:00
01035613,张丽娟,男,1.98,东3舍208,2001-02-24 00:00:00
01037888,关兰英,女,1.76,西1舍213,2003-03-11 00:00:00
01036651,王萍,男,1.56,东15舍113,2003-02-07 00:00:00
01036391,白海燕,男,1.78,东10舍208,2004-10-01 00:00:00
01034424,陈慧,女,1.59,东13舍225,2004-03-02 00:00:00
01033271,林桂香,男,1.86,北11舍315,2001-08-15 00:00:00
01031103,刘建军,男,1.73,南6舍326,2001-03-28 00:00:00
01034147,简婷婷,男,1.60,北11舍221,2002-06-05 00:00:00
01038748,曾明,男,1.88,西2舍114,2002-04-15 00:00:00
01036111,李瑞,男,1.52,西12舍304,2005-02-04 00:00:00
01034998,李桂英,女,1.99,西4舍201,2003-11-05 00:00:00
01035341,聂秀芳,女,1.85,北8舍221,2006-04-05 00:00:00
01033656,谢宇,女,1.67,北11舍108,2006-01-20 00:00:00
01036917,何秀云,女,1.72,东12舍206,2002-07-27 00:00:00
01038825,崔秀芳,男,1.82,南9舍124,2006-04-16 00:00:00
01033916,曾丽,女,1.95,东14舍107,2005-05-10 00:00:00
01038774,邹璐,男,1.91,西3舍306,2000-09-22 00:00:00
01036478,张凤兰,男,1.52,北15舍122,2005-04-22 00:00:00
01037957,黄刚,女,1.62,东11舍418,2002-12-01 00:00:00
01038362,李芳,男,1.53,西12舍111,2004-06-14 00:00:00
01031914,李华,女,1.65,东15舍217,2005-06-18 00:00:00
01031367,王莹,男,1.84,南4舍226,2003-08-06 00:00:00
01037134,王丽,男,1.70,南12舍304,2005-04-14 00:00:00
01037308,辛倩,男,1.63,南7舍403,2003-10-15 00:00:00
01033520,张刚,女,1.71,南9舍311,2004-12-27 00:00:00
01032918,宋丽丽,男,1.68,东14舍401,2002-08-12 00:00:00
01032686,林金凤,男,1.63,西15舍303,2003-02-28 00:00:00
01036862,杨秀兰,男,1.69,东4舍304,2003-12-22 00:00:00
01031952,周娜,男,1.72,北7舍126,2004-01-27 00:00:00
01037407,唐婷,男,1.82,东6舍317,2005-07-01 00:00:00
01037593,陈明,女,1.79,南5舍201,2005-06-26 00:00:00
01034915,邹杨,男,1.50,南6舍406,2006-06-18 00:00:00
01035991,罗莉,女,1.99,南11舍412,2001-11-10 00:00:00
01033784,陆平,男,1.81,南4舍312,2004-04-02 00:00:00
01032410,孙桂花,女,1.99,东10舍128,2005-10-18 00:00:00
01031297,李利,女,1.74,东4舍123,2005-01-03 00:00:00
01033786,胡峰,男,1.62,东3舍107,2006-04-17 00:00:00
01032306,韩华,女,1.68,东7舍124,2001-10-30 00:00:00
01036269,王桂芳,男,1.67,东15舍301,2004-03-07 00:00:00
01032125,袁晨,男,1.86,南9舍421,2001-02-15 00:00:00
01034671,盛桂芝,男,1.77,北13舍113,2001-09-23 00:00:00
01034420,廖丽华,男,1.55,东5舍416,2003-03-17 00:00:00
01033774,苏雪梅,女,1.83,西8舍415,2001-03-21 00:00:00
01034695,黄波,男,1.51,南2舍428,2003-11-29 00:00:00
01036043,黄玉华,男,1.73,东11舍216,2005-11-22 00:00:00
01032584,季红霞,男,1.63,南1舍121,2005-06-12 00:00:00
01035826,赵淑英,男,1.87,南10舍121,2003-01-05 00:00:00
01038810,李丽娟,男,1.96,南9舍327,2006-01-09 00:00:00
01031783,薛玲,女,1.73,西2舍402,2002-02-28 00:00:00
01037813,赵桂香,女,1.99,西14舍116,2003-03-15 00:00:00
01033044,钟洁,男,1.67,南10舍201,2000-10-06 00:00:00
01037876,王浩,女,1.94,东10舍418,2003-05-23 00:00:00
01038088,张云,男,1.92,东15舍411,2003-05-12 00:00:00
01033924,孙淑华,女,1.82,东6舍426,2001-01-14 00:00:00
01038163,丁红,女,1.66,西3舍305,2001-06-06 00:00:00
01038008,谭鹏,女,1.86,东2舍321,2005-09-16 00:00:00
01038807,唐桂荣,男,1.88,北15舍313,2002-04-08 00:00:00
01033516,王斌,女,1.64,东5舍316,2003-04-15 00:00:00
01033748,邹凤英,男,1.62,东2舍424,2004-06-18 00:00:00
01031834,林桂香,男,1.86,西6舍218,2002-04-12 00:00:00
01034431,卜芳,男,1.58,西10舍415,2005-06-23 00:00:00
01033242,刘秀华,男,1.82,南13舍424,2002-07-20 00:00:00
01038401,吴玉梅,男,1.81,南9舍104,2000-12-11 00:00:00
01036485,余丹丹,男,1.90,南4舍201,2002-08-22 00:00:00
01032362,曹旭,女,1.62,西12舍403,2001-09-15 00:00:00
01032811,王丽丽,女,1.55,东1舍223,2001-04-17 00:00:00
01038447,伍佳,男,1.64,北6舍322,2002-05-07 00:00:00
01037724,陈军,男,1.90,南4舍226,2005-10-04 00:00:00
01034453,黄彬,男,1.96,北8舍115,2006-02-12 00:00:00
01034597,刘桂香,女,1.51,南6舍305,2000-10-05 00:00:00
01031615,邓丽,女,1.65,西11舍306,2005-08-26 00:00:00
01032624,李强,女,1.70,北12舍322,2006-03-08 00:00:00
01032707,梁秀珍,女,1.94,西5舍314,2005-05-16 00:00:00
01033014,冯峰,男,1.89,东11舍113,2003-10-25 00:00:00
01036341,许红霞,女,1.64,南14舍322,2006-01-08 00:00:00
01038343,沈桂芝,男,1.86,南1舍422,2003-02-03 00:00:00
01033143,李春梅,女,1.99,西8舍311,2003-07-29 00:00:00
01034638,覃伟,男,1.76,北11舍122,2005-10-14 00:00:00
01035887,邵建军,女,1.65,东3舍204,2002-02-09 00:00:00
01032733,邢敏,男,1.92,北1舍204,2001-03-02 00:00:00
01032228,张雪,女,1.80,东3舍205,2005-10-25 00:00:00
01033977,张淑珍,男,1.71,南15舍315,2004-11-29 00:00:00
01037515,任凤英,女,1.56,西6舍226,2005-05-16 00:00:00
01036602,李荣,女,1.51,北15舍213,2003-12-26 00:00:00
01034993,周秀云,女,2.00,东4舍426,2004-04-18 00:00:00
01031488,罗桂芝,男,1.83,北1舍408,2002-05-31 00:00:00
01031669,田坤,女,1.72,北3舍407,2004-12-04 00:00:00
01033228,凌浩,女,1.57,南11舍122,2001-11-18 00:00:00
01032277,马琴,男,1.61,南9舍408,2000-11-14 00:00:00
01035873,李佳,女,1.64,东14舍325,2003-03-25 00:00:00
01037035,何建平,男,1.72,南7舍414,2002-06-24 00:00:00
01038635,董英,男,1.53,东14舍104,2001-03-04 00:00:00
01036889,赵畅,女,1.94,东7舍126,2001-01-07 00:00:00
01038943,蒋慧,男,1.77,东14舍128,2003-06-25 00:00:00
01032391,黄秀荣,男,1.50,东14舍316,2002-01-30 00:00:00
01038739,赵秀梅,男,1.89,西1舍211,2002-12-11 00:00:00
01034077,黄波,女,1.74,西10舍314,2003-05-17 00:00:00
01033750,郑荣,女,1.55,西14舍214,2000-11-19 00:00:00
01036332,何丽华,女,1.66,东2舍301,2001-12-23 00:00:00
01033280,张玲,女,1.59,南7舍316,2004-04-14 00:00:00
01032408,范莹,女,1.67,北8舍108,2002-07-04 00:00:00
01034166,徐静,女,1.64,东13舍322,2006-04-27 00:00:00
01033269,叶秀梅,女,1.87,南11舍112,2005-08-27 00:00:00
01035954,李冬梅,女,1.97,东15舍204,2002-07-28 00:00:00
01034523,张丽,女,1.93,南9舍215,2003-08-17 00:00:00
01032629,王桂花,男,1.76,南12舍221,2001-10-22 00:00:00
01034212,万鑫,男,1.86,西12舍205,2000-12-25 00:00:00
01031849,王玲,女,1.85,西2舍412,2001-04-06 00:00:00
01036526,徐楠,男,1.89,东15舍404,2001-12-27 00:00:00
01035122,曾想,女,1.66,东6舍408,2005-10-03 00:00:00
01035983,王芳,男,1.81,北15舍221,2000-10-25 00:00:00
01031694,潘倩,女,1.50,北4舍102,2001-10-02 00:00:00
01032771,吴秀英,男,1.59,西10舍208,2005-08-11 00:00:00
01033458,夏军,男,1.86,东10舍102,2001-04-21 00:00:00
01031800,谢雷,女,1.64,南12舍126,2004-02-05 00:00:00
01038209,鞠杨,男,1.71,南4舍415,2006-01-02 00:00:00
01038086,刘坤,男,1.78,北13舍307,2001-10-06 00:00:00
01033684,武阳,男,1.97,北14舍403,2004-11-29 00:00:00
01033343,陈云,女,1.76,北7舍217,2005-06-20 00:00:00
01038835,谷英,女,1.66,北7舍313,2005-06-09 00:00:00
01037102,李建,女,1.77,东8舍205,2004-09-13 00:00:00
01034321,王帅,男,1.83,南3舍123,2002-03-27 00:00:00
01032764,赵玉梅,女,1.63,北7舍222,2003-01-22 00:00:00
01034538,乔彬,女,1.75,北6舍216,2004-07-14 00:00:00
01034742,王辉,男,1.53,东3舍203,2001-09-27 00:00:00
01034143,雷成,女,1.62,东5舍404,2005-12-24 00:00:00
01034456,杨佳,女,1.65,南3舍423,2004-03-07 00:00:00
